nct_id,brief_title,search_condition,conditions,sponsor,sponsor_class,enrollment_count,num_arms,total_sites,num_countries,start_date,completion_date,has_participant_flow,total_started,total_completed,total_discontinued,dropout_rate,discontinuation_reasons,top_dropout_reason,top_dropout_reason_count,num_periods
NCT00089895,EARLY ACS: Early Glycoprotein IIb/IIIa Inhibition in Patients With Non-ST-segment Elevation Acute Coronary Syndrome (Study P03684AM2)(COMPLETED),cardiovascular disease,Myocardial Ischemia; Acute Coronary Syndrome,Organon and Co,INDUSTRY,9406,2,0,0,2004-11-01,2008-11-01,True,9406,9329,77,0.8,Consent Withdrawn (25); Exclusion criteria met (12); Not otherwise specified (12); Physician Decision (10); Technical reason (9); Missing (6); Bleeding (2); Surgery (1),Consent Withdrawn,25.0,1
NCT02813265,Safety and Efficacy of KPI-121 in Subjects With Dry Eye Disease,cardiovascular disease,Dry Eye Syndromes; Keratoconjunctivitis Sicca,"Kala Pharmaceuticals, Inc.",INDUSTRY,918,2,60,1,2016-06,2017-10,True,915,908,0,0.8,,,,1
NCT01225562,"Prevention of Cardiovascular Events (eg, Death From Heart or Vascular Disease, Heart Attack, or Stroke) in Patients With Prior Heart Attack Using Ticagrelor Compared to Placebo on a Background of Aspirin",cardiovascular disease,Myocardial Infarction; Cardiovascular Death; Atherothrombosis; Stroke,AstraZeneca,INDUSTRY,21379,3,827,31,2010-10,2014-12,True,21162,20998,164,0.8,Withdrawal by Subject (154); Lost to Follow-up (10),Withdrawal by Subject,154.0,1
NCT01994720,[SOCRATES -Acute Stroke Or Transient IsChaemic Attack TReated With Aspirin or Ticagrelor and Patient OutcomES],cardiovascular disease,Acute Ischaemic Stroke; Transient Ischaemic Attack,AstraZeneca,INDUSTRY,13307,2,521,33,2014-01-07,2016-03-02,True,13199,13097,102,0.8,Withdrawal by Subject (102),Withdrawal by Subject,102.0,1
NCT01764633,Further Cardiovascular Outcomes Research With PCSK9 Inhibition in Subjects With Elevated Risk,cardiovascular disease,Dyslipidemia,Amgen,INDUSTRY,27564,2,1284,49,2013-02-08,2016-11-11,True,27564,27353,211,0.8,Withdrawal by Subject (193); Lost to Follow-up (18),Withdrawal by Subject,193.0,1
NCT01294163,Xenon Compared to Sevoflurane and Total Intravenous Anaesthesia for Coronary Artery Bypass Graft Surgery,cardiovascular disease,Coronary Artery Disease; General Anesthetic Drug Allergy; Coronary Artery Bypass Graft Surgery,Air Liquide Santé International,INDUSTRY,509,3,17,4,2011-04,2014-04,True,509,505,0,0.8,,,,1
NCT02930018,Safety and Efficacy of Nerinetide (NA-1) in Subjects Undergoing Endovascular Thrombectomy for Stroke,cardiovascular disease,"Stroke, Acute",NoNO Inc.,INDUSTRY,1105,2,50,8,2017-03-01,2019-11-20,True,1105,1096,9,0.8,Withdrawal by Subject (7); Lost to Follow-up (2),Withdrawal by Subject,7.0,1
NCT04435626,Study to Evaluate the Efficacy (Effect on Disease) and Safety of Finerenone in Participants With Heart Failure and Left Ventricular Ejection Fraction (Proportion of Blood Expelled Per Heart Stroke) Greater or Equal to 40%,cardiovascular disease,Heart Failure,Bayer,INDUSTRY,6016,2,661,37,2020-09-14,2024-06-14,True,6016,5982,34,0.6,major GCP violations (15); Withdrawal by Subject (13); Lost to Follow-up (6),major GCP violations,15.0,1
NCT00489827,Glutamate for Metabolic Intervention in Coronary Surgery,cardiovascular disease,Coronary Artery Bypass; Myocardial Ischemia; Myocardial Infarction; Coronary Artery Disease,"University Hospital, Linkoeping",OTHER,865,2,3,1,2005-10,2022-08,True,865,861,4,0.5,Intraoperative exclusion criteria (4),Intraoperative exclusion criteria,4.0,1
NCT01082874,PeriOperative ISchemic Evaluation-2 Trial,cardiovascular disease,Cardiovascular Disease,Hamilton Health Sciences Corporation,OTHER,10010,4,23,23,2010-07,2015-01,True,10010,9963,47,0.5,Lost to Follow-up (36); Withdrawal by Subject (11),Lost to Follow-up,36.0,1
NCT02361944,Risk of Oxygen During Cardiac Surgery Trial,cardiovascular disease,Cardiac Surgery,Vanderbilt University,OTHER,213,2,1,1,2016-04-05,2021-01-08,True,201,200,1,0.5,surgery cancellation (1),surgery cancellation,1.0,1
NCT01953328,Study of Low-Density Lipoprotein Cholesterol (LDL-C) Reduction Using Evolocumab (AMG 145) in Japanese Patients With Advanced Cardiovascular Risk,cardiovascular disease,Hyperlipidemia or Mixed Dyslipidemia at High Risk for Cardiovascular Events,Amgen,INDUSTRY,409,8,54,1,2013-10,2014-06,True,404,402,2,0.5,Withdrawal by Subject (1); Lost to Follow-up (1),Withdrawal by Subject,1.0,1
NCT01401647,"Amiodarone, Lidocaine or Neither for Out-Of-Hospital Cardiac Arrest Due to Ventricular Fibrillation or Tachycardia",cardiovascular disease,Cardiac Arrest,University of Washington,OTHER,3024,3,9,2,2012-05,2016-01,True,3024,3009,15,0.5,Withdrawal by Subject (8); Lost to Follow-up (7),Withdrawal by Subject,8.0,1
NCT02504216,Efficacy and Safety of Rivaroxaban in Reducing the Risk of Major Thrombotic Vascular Events in Subjects With Symptomatic Peripheral Artery Disease Undergoing Peripheral Revascularization Procedures of the Lower Extremities,cardiovascular disease,Peripheral Artery Disease,Bayer,INDUSTRY,6564,2,532,34,2015-08-18,2020-01-09,True,6564,6538,26,0.4,Withdrawal by Subject (20); Lost to Follow-up (6),Withdrawal by Subject,20.0,1
NCT02145468,A Phase 3 Clinical Outcomes Study to Compare the Incidence of Major Adverse Cardiovascular Events in Subjects Presenting With Acute Coronary Syndrome Treated With Losmapimod Compared to Placebo (LATITUDE-TIMI 60),cardiovascular disease,Acute Coronary Syndrome,GlaxoSmithKline,INDUSTRY,3503,2,341,34,2014-06-03,2015-12-14,True,3489,3476,13,0.4,Withdrawal by Subject (13),Withdrawal by Subject,13.0,1
NCT01217307,Metformin to Reduce Heart Failure After Myocardial Infarction,cardiovascular disease,ST Elevation Myocardial Infarction (STEMI); Coronary Artery Disease; Heart Failure; Diabetes,University Medical Center Groningen,OTHER,380,2,1,1,2011-01,2015-10,True,380,379,1,0.3,Withdrawal by Subject (1),Withdrawal by Subject,1.0,1
NCT03036150,A Study to Evaluate the Effect of Dapagliflozin on Renal Outcomes and Cardiovascular Mortality in Patients With Chronic Kidney Disease,cardiovascular disease,Chronic Kidney Disease,AstraZeneca,INDUSTRY,4304,2,390,21,2017-02-02,2020-06-12,True,4304,4289,15,0.3,Withdrawal by Subject (11); Lost to Follow-up (4),Withdrawal by Subject,11.0,1
NCT01156571,A Clinical Trial Comparing Cangrelor to Clopidogrel Standard Therapy in Subjects Who Require Percutaneous Coronary Intervention (PCI) (CHAMPION PHOENIX),cardiovascular disease,Atherosclerosis; Percutaneous Coronary Intervention; Acute Coronary Syndrome,The Medicines Company,INDUSTRY,11145,2,1,1,2010-09,2012-12,True,11145,11109,0,0.3,,,,1
NCT01870778,"Efficacy, Safety and Tolerability of Serelaxin When Added to Standard Therapy in AHF",heart failure,Acute Heart Failure,Novartis Pharmaceuticals,INDUSTRY,6600,2,540,35,2013-10-02,2017-02-01,True,6545,6528,17,0.3,Withdrawal by Subject (15); Lost to Follow-up (2),Withdrawal by Subject,15.0,1
NCT02900378,randOmized stUdy Using acceleromeTry to Compare Sacubitril/valsarTan and Enalapril in Patients With Heart Failure,cardiovascular disease,Chronic Heart Failure With Reduced Ejection Fraction,Novartis Pharmaceuticals,INDUSTRY,621,2,119,19,2016-12-20,2018-04-11,True,621,619,51,0.3,Adverse Event (25); Protocol Deviation (8); Withdrawal by Parent/Guardian (8); Death (5); Non-compliance with Study Drug (2); Withdrawal of Informed Consent (2); Lost to Follow-up (1),Adverse Event,25.0,2
NCT00059332,Field Administration of Stroke Therapy - Magnesium (FAST-MAG) Trial,cardiovascular disease,Cerebrovascular Accident,Jeffrey L. Saver,OTHER,1700,2,1,1,2005-01,2013-03,True,1700,1695,5,0.3,Withdrawal by Subject (3); Lost to Follow-up (2),Withdrawal by Subject,3.0,1
NCT02692716,A Trial Investigating the Cardiovascular Safety of Oral Semaglutide in Subjects With Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,3183,2,228,21,2017-01-17,2018-09-25,True,3183,3172,11,0.3,Lost to Follow-up (7); Withdrawal by Subject (4),Lost to Follow-up,7.0,1
NCT01394952,Researching Cardiovascular Events With a Weekly Incretin in Diabetes (REWIND),diabetes type 2,"Cardiovascular Disease; Diabetes Mellitus, Type 2",Eli Lilly and Company,INDUSTRY,9901,2,300,25,2011-07-22,2018-08-21,True,9901,9867,34,0.3,Withdrawal by Subject (15); Sponsor Decision (12); Lost to Follow-up (5); Physician Decision (2),Withdrawal by Subject,15.0,1
NCT03619213,Dapagliflozin Evaluation to Improve the LIVEs of Patients With PReserved Ejection Fraction Heart Failure.,heart failure,Heart Failure With Preserved Ejection Fraction,AstraZeneca,INDUSTRY,6263,2,348,20,2018-08-27,2022-03-27,True,6263,6242,21,0.3,Withdrawal by Subject (18); Lost to Follow-up (3),Withdrawal by Subject,18.0,1
NCT03036124,Study to Evaluate the Effect of Dapagliflozin on the Incidence of Worsening Heart Failure or Cardiovascular Death in Patients With Chronic Heart Failure,cardiovascular disease,Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),AstraZeneca,INDUSTRY,4744,2,419,20,2017-02-08,2019-07-17,True,4744,4733,11,0.2,Withdrawal by Subject (9); Lost to Follow-up (2),Withdrawal by Subject,9.0,1
NCT04564742,Dapagliflozin Effects on Cardiometabolic Outcomes in Patients With an Acute Heart Attack.,cardiovascular disease,Acute Myocardial Infarction; Heart Failure,AstraZeneca,INDUSTRY,4017,2,103,2,2020-12-22,2023-07-05,True,4017,4008,9,0.2,Consent Withdrawal (8); Lost to Follow-up (1),Consent Withdrawal,8.0,1
NCT02981407,Myocardial Ischemia and Transfusion,cardiovascular disease,Myocardial Infarction; Anemia,"Rutgers, The State University of New Jersey",OTHER,3506,2,133,6,2017-04-25,2023-10-20,True,3506,3504,2,0.1,Withdrawal by Subject (2),Withdrawal by Subject,2.0,1
NCT03354429,THALES - Acute STroke or Transient IscHaemic Attack Treated With TicAgreLor and ASA for PrEvention of Stroke and Death,cardiovascular disease,Acute Ischaemic Stroke; Transient Ischaemic Attack,AstraZeneca,INDUSTRY,11016,2,387,28,2018-01-22,2019-12-13,True,11016,11000,16,0.1,Withdrawal by Subject (15); Lost to Follow-up (1),Withdrawal by Subject,15.0,1
NCT00623623,STREAM-Strategic Reperfusion (With Tenecteplase and Antithrombotic Treatment) Early After Myocardial Infarction,cardiovascular disease,Myocardial Infarction,Boehringer Ingelheim,INDUSTRY,1899,2,201,16,2008-03-01,2012-09-01,True,1899,1897,2,0.1,Previous enrolment into this study (2),Previous enrolment into this study,2.0,1
NCT00177047,Autologous Transplant for Multiple Myeloma,cardiovascular disease,Multiple Myeloma,"Masonic Cancer Center, University of Minnesota",OTHER,363,1,1,1,2004-04-20,2020-08-01,True,363,363,0,0.0,,,,1
NCT00212992,Biphasic Defibrillation Study: Trial to Compare Fixed Versus Escalating Energy,cardiovascular disease,Cardiac Arrest,Ottawa Hospital Research Institute,OTHER,221,2,1,1,2001-03,2006-07,True,221,221,0,0.0,,,,1
NCT02271230,Intervention With Vitamin D and Omega-3 Supplements and Incident Heart Failure,cardiovascular disease,Heart Failure,Brigham and Women's Hospital,OTHER,25871,4,1,1,2014-08,2019-12,True,25871,25871,0,0.0,,,,1
NCT03345771,Antimicrobial Barrier Dressing Versus Closed-incision Negative Pressure Therapy in the Obese Primary Total Joint Arthroplasty,obesity,Osteoarthritis,NYU Langone Health,OTHER,230,2,1,1,2017-11-13,2021-06-01,True,230,230,0,0.0,,,,1
NCT03381742,Efficacy and Safety of Low-dose Ticagrelor,cardiovascular disease,Coronary Artery Disease,First Affiliated Hospital of Harbin Medical University,OTHER,3043,4,1,1,2017-12-13,2019-02-13,True,3043,3043,0,0.0,,,,1
NCT00324350,Intensive Glycemic Control and Skeletal Health Study,cardiovascular disease,Atherosclerosis; Cardiovascular Diseases; Hypercholesterolemia; Hypertension; Diabetes Mellitus; Coronary Disease,"University of California, San Francisco",OTHER,7287,2,5,2,2003-10,2009-06,True,7287,7287,0,0.0,,,,1
NCT01109004,Stem Cell Transplant With Lenalidomide Maintenance in Patients With Multiple Myeloma (BMT CTN 0702),cardiovascular disease,Multiple Myeloma,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,758,3,54,1,2010-05,2018-03-03,True,758,758,0,0.0,,,,1
NCT00358579,Comparing Vasopressin and Adrenaline in Patients With Cardiac Arrest,cardiovascular disease,Cardiac Arrest,Singapore General Hospital,OTHER,727,2,4,1,2006-03,2010-01,True,727,727,0,0.0,,,,1
NCT00083551,UARK 98-026 TT II: Multiple Myeloma Evaluating Anti-Angiogenesis With Thalidomide and Post-Transplant Consolidation Chemotherapy,cardiovascular disease,Multiple Myeloma,University of Arkansas,OTHER,668,2,1,1,1998-08,2014-08,True,668,668,0,0.0,,,,1
NCT02322320,"Continued, Long-Term Follow-Up and Lenalidomide Maintenance Therapy for Patients on BMT CTN 0702 Protocol (BMT CTN 07LT)",cardiovascular disease,Multiple Myeloma,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,273,3,42,1,2015-03,2019-06-07,True,273,273,0,0.0,,,,1
NCT00516503,Baclofen-Amitriptyline Hydrochloride-Ketamine Gel in Treating Peripheral Neuropathy Caused by Chemotherapy in Patients With Cancer,cardiovascular disease,"Chronic Myeloproliferative Disorders; Leukemia; Lymphoma; Lymphoproliferative Disorder; Multiple Myeloma and Plasma Cell Neoplasm; Myelodysplastic Syndromes; Myelodysplastic/Myeloproliferative Neoplasms; Neurotoxicity; Pain; Unspecified Adult Solid Tumor, Protocol Specific",Alliance for Clinical Trials in Oncology,OTHER,208,2,165,1,2008-02,2010-01,True,203,203,0,0.0,,,,1
NCT01608100,Evaluation of a New Cardiac Biomarker Assay,cardiovascular disease,Acute Coronary Syndrome; Acute Myocardial Infarction,Abbott Diagnostics Division,INDUSTRY,1101,1,12,1,2012-06,2014-09,True,1101,1101,0,0.0,,,,1
NCT04552041,"Prospekta in the Treatment of Cognitive, Behavioral and Psychiatric Disorders in Patients With Vascular Dementia.",cardiovascular disease,Vascular Dementia,Materia Medica Holding,INDUSTRY,406,2,33,1,2020-12-03,2022-09-22,True,399,399,0,0.0,,,,1
NCT00000479,Women's Health Study (WHS): A Randomized Trial of Low-dose Aspirin and Vitamin E in the Primary Prevention of Cardiovascular Disease and Cancer,cardiovascular disease,Cardiovascular Diseases; Cerebrovascular Disorders; Coronary Disease; Heart Diseases; Myocardial Infarction; Myocardial Ischemia; Vascular Diseases,Brigham and Women's Hospital,OTHER,39876,4,0,0,1992-09,2005-02,True,39876,39876,0,0.0,,,,1
NCT01591005,SONOlysis in Prevention of Brain Infarctions dUring Carotid Stenting and caroTid EndaRterectomy,cardiovascular disease,Internal Carotid Artery Stenosis,University Hospital Ostrava,OTHER,242,4,1,1,2010-10,2015-06,True,242,242,0,0.0,,,,1
NCT03640949,Vasopressin and Methylprednisolone for In-Hospital Cardiac Arrest,cardiovascular disease,Heart Arrest,Lars Wiuff Andersen,OTHER,501,2,10,1,2018-09-17,2022-01-21,True,501,501,0,0.0,,,,1
NCT00075088,Tele-Electrocardiography in Emergency Cardiac Care,cardiovascular disease,Myocardial Infarction; Chest Pain,"University of California, San Francisco",OTHER,794,2,1,1,2003-09,2009-06,True,794,794,0,0.0,,,,1
NCT03452917,Clinical Trial of Sodium Nitrite for Out of Hospital Cardiac Arrest,cardiovascular disease,Out-Of-Hospital Cardiac Arrest,University of Washington,OTHER,1502,2,1,1,2018-02-08,2020-04-30,True,1497,1497,0,0.0,,,,1
NCT02757872,Effects of Vitamin D and Fish Oil on the Kidney in Hypertensives,cardiovascular disease,Hypertension; Kidney Diseases,Albert Einstein College of Medicine,OTHER,2232,4,1,1,2016-04,2022-03-31,True,2232,2232,0,0.0,,,,1
NCT01685567,Safety and Efficacy Study for Reverse Flow Used During Carotid Artery Stenting Procedure,cardiovascular disease,Carotid Artery Disease,Silk Road Medical,INDUSTRY,219,1,21,2,2012-11,2016-07,True,219,219,0,0.0,,,,1
NCT02301910,Single Bolus Recombinant Nonimmunogenic Staphylokinase Versus Single Bolus Tenecteplase (Metalyse) in STEMI,cardiovascular disease,Myocardial Infarction,"Supergene, LLC",INDUSTRY,382,2,17,1,2014-05-16,2016-12-01,True,382,382,0,0.0,,,,1
NCT01545232,"Pragmatic, Randomized Optimal Platelet and Plasma Ratios",cardiovascular disease,Trauma,"The University of Texas Health Science Center, Houston",OTHER,680,2,12,2,2012-08,2013-12,True,680,680,0,0.0,,,,1
NCT03151993,Single Bolus Recombinant Nonimmunogenic Staphylokinase (Fortelyzin) and Bolus Infusion Alteplase in Patients With AIS,cardiovascular disease,Ischemic Stroke,"Supergene, LLC",INDUSTRY,336,2,18,1,2017-03-18,2019-06-20,True,336,336,0,0.0,,,,1
NCT00953212,Prophylaxis to Reduce Postoperative Atrial Fibrillation in Cardiac Surgery,cardiovascular disease,Atrial Fibrillation; Atrial Flutter,MaineHealth,OTHER,304,4,1,1,2009-08,2012-02,True,304,304,0,0.0,,,,1
NCT01031095,(A Novel Pharmacologic Regime for Elective Percutaneous Coronary Intervention),cardiovascular disease,Coronary Artery Disease,Bursa Postgraduate Hospital,OTHER,200,2,1,1,2009-06,2010-06,True,200,200,0,0.0,,,,1
NCT00003816,Combination Chemotherapy and Donor Stem Cell Transplant in Treating Patients With Aplastic Anemia or Hematologic Cancer,cardiovascular disease,"Chronic Myeloproliferative Disorders; Leukemia; Lymphoma; Myelodysplastic Syndromes; Myelodysplastic/Myeloproliferative Diseases; Nonmalignant Neoplasm; Unspecified Adult Solid Tumor, Protocol Specific; Unspecified Childhood Solid Tumor, Protocol Specific",Roswell Park Cancer Institute,OTHER,361,9,1,1,1998-10-19,2019-07-12,True,361,361,0,0.0,,,,1
NCT04362085,Coagulopathy of COVID-19: A Pragmatic Randomized Controlled Trial of Therapeutic Anticoagulation Versus Standard Care,cardiovascular disease,COVID-19,Unity Health Toronto,OTHER,465,2,1,1,2020-05-11,2021-10-14,True,465,465,0,0.0,,,,1
NCT00744848,Study to Evaluate Postoperative Analgesia in Subjects Undergoing Hemorrhoidectomy,cardiovascular disease,Hemorrhoids,"Pacira Pharmaceuticals, Inc",INDUSTRY,204,2,20,1,2008-08,2009-02,True,204,204,0,0.0,,,,1
NCT01570829,Clinical Trial of Safety and Efficacy of New Dosage Schedule for Dietressa Drug in Treatment of Obese Patients,obesity,Obesity,Materia Medica Holding,INDUSTRY,331,2,17,1,2011-12,2013-06,True,331,331,0,0.0,,,,1
NCT00081328,Treatment Options for Type 2 Diabetes in Adolescents and Youth (TODAY),diabetes type 2,"Diabetes Mellitus, Type II",National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,699,3,16,1,2004-05,2014-02,True,699,699,0,0.0,,,,1
NCT03815292,Clinical Trial of Efficacy and Safety of MMH-MAP in the Treatment of Mild Cognitive Impairment in Early Recovery Stage After Ischemic Stroke,cardiovascular disease,Mild Cognitive Impairment; Ischemic Stroke,Materia Medica Holding,INDUSTRY,276,2,28,1,2018-10-19,2020-01-27,True,275,275,0,0.0,,,,1
NCT01932112,Adenosine Effect on Persistent Pulmonary Vein Isolation Line Evaluation (APPLE Trial),cardiovascular disease,Atrial Fibrillation; Persistent Common Pulmonary Vein,Yong Seog Oh,OTHER,378,1,1,1,2012-11,2015-05,True,378,378,0,0.0,,,,1
NCT00391469,Induction of Mild Hypothermia Following Out-of-hospital Cardiac Arrest,cardiovascular disease,Out-of-hospital Cardiac Arrest,University of Washington,OTHER,1359,1,1,1,2007-12,2013-08,True,1359,1359,0,0.0,,,,1
